Source JSON File,Tax ID,confidence,Receipt Number,confidence,Date,confidence,Time,confidence,Total Amount,confidence,Store name,confidence,Order item,confidence,Item Price,confidence,QTY,confidence,Branch ID
Thank you Cup_3 - Kitti B..json,0105551062812,0.988,TYCOBK/00013293,0.597,2025-01-16,0.995,12:34:00,0.991,313,0.268,บริษัท เอซ.ยู.จี. จำกัด,0.286,Soft Serve (HAPPY)+,0.508,194,0.37,1,0.972,
Thank you Cup_3 - Kitti B..json,0105551062812,0.988,TYCOBK/00013293,0.597,2025-01-16,0.995,12:34:00,0.991,313,0.268,บริษัท เอซ.ยู.จี. จำกัด,0.286,Soft Serve (FUN) 1 Topping,0.392,119,0.46,1,0.754,
Thank you Cup_3 - Kitti B..json,0105551062812,0.988,TYCOBK/00013293,0.597,2025-01-16,0.995,12:34:00,0.991,313,0.268,บริษัท เอซ.ยู.จี. จำกัด,0.286,Soft Serve (HAPPY)+,0.508,194,0.37,1,0.972,
Thank you Cup_3 - Kitti B..json,0105551062812,0.988,TYCOBK/00013293,0.597,2025-01-16,0.995,12:34:00,0.991,313,0.268,บริษัท เอซ.ยู.จี. จำกัด,0.286,Soft Serve (FUN) 1 Topping,0.392,119,0.46,1,0.754,
TheEsquire - Victor Lee.json,,0.898,006J425011600019,0.99,2025-01-16,0.978,18:33:03,0.891,700,0.931,The Esquire Barber Club,0.893,standard haircut,0.982,700,0.919,1,0.886,
TheEsquire - Victor Lee.json,,0.898,006J425011600019,0.99,2025-01-16,0.978,18:33:03,0.891,700,0.931,The Esquire Barber Club,0.893,standard haircut,0.982,700,0.919,1,0.886,
TheEsquire - Victor Lee.json,,0.898,006J425011600019,0.99,2025-01-16,0.978,18:33:03,0.891,700,0.931,The Esquire Barber Club,0.893,standard haircut,0.982,700,0.919,1,0.886,
TheEsquire - Victor Lee.json,,0.898,006J425011600019,0.99,2025-01-16,0.978,18:33:03,0.891,700,0.931,The Esquire Barber Club,0.893,standard haircut,0.982,700,0.919,1,0.886,
TheEsquire - Victor Lee.json,,0.898,006J425011600019,0.99,2025-01-16,0.978,18:33:03,0.891,700,0.931,The Esquire Barber Club,0.893,standard haircut,0.982,700,0.919,1,0.886,
TheEsquire - Victor Lee.json,,0.898,006J425011600019,0.99,2025-01-16,0.978,18:33:03,0.891,700,0.931,The Esquire Barber Club,0.893,standard haircut,0.982,700,0.919,1,0.886,
TheEsquire - Victor Lee.json,,0.898,006J425011600019,0.99,2025-01-16,0.978,18:33:03,0.891,700,0.931,The Esquire Barber Club,0.893,standard haircut,0.982,700,0.919,1,0.886,
TheEsquire - Victor Lee.json,,0.898,006J425011600019,0.99,2025-01-16,0.978,18:33:03,0.891,700,0.931,The Esquire Barber Club,0.893,standard haircut,0.982,700,0.919,1,0.886,
TheEsquire - Victor Lee.json,,0.898,006J425011600019,0.99,2025-01-16,0.978,18:33:03,0.891,700,0.931,The Esquire Barber Club,0.893,standard haircut,0.982,700,0.919,1,0.886,
TheHouseBasserie- Victor Lee.json,,0.919,ITH25012201023,0.861,2025-01-22,0.993,12:42:00,0.982,275,0.214,"MIRACLE FOOD FACTORY CO., LTD.",0.688,Americano(hot),0.921,90,0.319,1,0.885,
TheHouseBasserie- Victor Lee.json,,0.919,ITH25012201023,0.861,2025-01-22,0.993,12:42:00,0.982,275,0.214,"MIRACLE FOOD FACTORY CO., LTD.",0.688,Spicycom cheese alil,0.752,160,0.333,1,0.987,
TheHouseBasserie- Victor Lee.json,,0.919,ITH25012201023,0.861,2025-01-22,0.993,12:42:00,0.982,275,0.214,"MIRACLE FOOD FACTORY CO., LTD.",0.688,Bread (sourdought &amp;,0.826,0,0.355,1,0.955,
TheHouseBasserie- Victor Lee.json,,0.919,ITH25012201023,0.861,2025-01-22,0.993,12:42:00,0.982,275,0.214,"MIRACLE FOOD FACTORY CO., LTD.",0.688,Americano(hot),0.921,90,0.319,1,0.885,
TheHouseBasserie- Victor Lee.json,,0.919,ITH25012201023,0.861,2025-01-22,0.993,12:42:00,0.982,275,0.214,"MIRACLE FOOD FACTORY CO., LTD.",0.688,Spicycom cheese alil,0.752,160,0.333,1,0.987,
TheHouseBasserie- Victor Lee.json,,0.919,ITH25012201023,0.861,2025-01-22,0.993,12:42:00,0.982,275,0.214,"MIRACLE FOOD FACTORY CO., LTD.",0.688,Bread (sourdought &amp;,0.826,0,0.355,1,0.955,
TheHouseBasserie- Victor Lee.json,,0.919,ITH25012201023,0.861,2025-01-22,0.993,12:42:00,0.982,275,0.214,"MIRACLE FOOD FACTORY CO., LTD.",0.688,Americano(hot),0.921,90,0.319,1,0.885,
TheHouseBasserie- Victor Lee.json,,0.919,ITH25012201023,0.861,2025-01-22,0.993,12:42:00,0.982,275,0.214,"MIRACLE FOOD FACTORY CO., LTD.",0.688,Spicycom cheese alil,0.752,160,0.333,1,0.987,
TheHouseBasserie- Victor Lee.json,,0.919,ITH25012201023,0.861,2025-01-22,0.993,12:42:00,0.982,275,0.214,"MIRACLE FOOD FACTORY CO., LTD.",0.688,Bread (sourdought &amp;,0.826,0,0.355,1,0.955,
TheHouseBasserie- Victor Lee.json,,0.919,ITH25012201023,0.861,2025-01-22,0.993,12:42:00,0.982,275,0.214,"MIRACLE FOOD FACTORY CO., LTD.",0.688,Americano(hot),0.921,90,0.319,1,0.885,
TheHouseBasserie- Victor Lee.json,,0.919,ITH25012201023,0.861,2025-01-22,0.993,12:42:00,0.982,275,0.214,"MIRACLE FOOD FACTORY CO., LTD.",0.688,Spicycom cheese alil,0.752,160,0.333,1,0.987,
TheHouseBasserie- Victor Lee.json,,0.919,ITH25012201023,0.861,2025-01-22,0.993,12:42:00,0.982,275,0.214,"MIRACLE FOOD FACTORY CO., LTD.",0.688,Bread (sourdought &amp;,0.826,0,0.355,1,0.955,
TheHouseBasserie- Victor Lee.json,,0.919,ITH25012201023,0.861,2025-01-22,0.993,12:42:00,0.982,275,0.214,"MIRACLE FOOD FACTORY CO., LTD.",0.688,Americano(hot),0.921,90,0.319,1,0.885,
TheHouseBasserie- Victor Lee.json,,0.919,ITH25012201023,0.861,2025-01-22,0.993,12:42:00,0.982,275,0.214,"MIRACLE FOOD FACTORY CO., LTD.",0.688,Spicycom cheese alil,0.752,160,0.333,1,0.987,
TheHouseBasserie- Victor Lee.json,,0.919,ITH25012201023,0.861,2025-01-22,0.993,12:42:00,0.982,275,0.214,"MIRACLE FOOD FACTORY CO., LTD.",0.688,Bread (sourdought &amp;,0.826,0,0.355,1,0.955,
TheHouseBasserie- Victor Lee.json,,0.919,ITH25012201023,0.861,2025-01-22,0.993,12:42:00,0.982,275,0.214,"MIRACLE FOOD FACTORY CO., LTD.",0.688,Americano(hot),0.921,90,0.319,1,0.885,
TheHouseBasserie- Victor Lee.json,,0.919,ITH25012201023,0.861,2025-01-22,0.993,12:42:00,0.982,275,0.214,"MIRACLE FOOD FACTORY CO., LTD.",0.688,Spicycom cheese alil,0.752,160,0.333,1,0.987,
TheHouseBasserie- Victor Lee.json,,0.919,ITH25012201023,0.861,2025-01-22,0.993,12:42:00,0.982,275,0.214,"MIRACLE FOOD FACTORY CO., LTD.",0.688,Bread (sourdought &amp;,0.826,0,0.355,1,0.955,
TheHouseBasserie- Victor Lee.json,,0.919,ITH25012201023,0.861,2025-01-22,0.993,12:42:00,0.982,275,0.214,"MIRACLE FOOD FACTORY CO., LTD.",0.688,Americano(hot),0.921,90,0.319,1,0.885,
TheHouseBasserie- Victor Lee.json,,0.919,ITH25012201023,0.861,2025-01-22,0.993,12:42:00,0.982,275,0.214,"MIRACLE FOOD FACTORY CO., LTD.",0.688,Spicycom cheese alil,0.752,160,0.333,1,0.987,
TheHouseBasserie- Victor Lee.json,,0.919,ITH25012201023,0.861,2025-01-22,0.993,12:42:00,0.982,275,0.214,"MIRACLE FOOD FACTORY CO., LTD.",0.688,Bread (sourdought &amp;,0.826,0,0.355,1,0.955,
TheHouseBasserie- Victor Lee.json,,0.919,ITH25012201023,0.861,2025-01-22,0.993,12:42:00,0.982,275,0.214,"MIRACLE FOOD FACTORY CO., LTD.",0.688,Americano(hot),0.921,90,0.319,1,0.885,
TheHouseBasserie- Victor Lee.json,,0.919,ITH25012201023,0.861,2025-01-22,0.993,12:42:00,0.982,275,0.214,"MIRACLE FOOD FACTORY CO., LTD.",0.688,Spicycom cheese alil,0.752,160,0.333,1,0.987,
TheHouseBasserie- Victor Lee.json,,0.919,ITH25012201023,0.861,2025-01-22,0.993,12:42:00,0.982,275,0.214,"MIRACLE FOOD FACTORY CO., LTD.",0.688,Bread (sourdought &amp;,0.826,0,0.355,1,0.955,
TheHouseBasserie- Victor Lee.json,,0.919,ITH25012201023,0.861,2025-01-22,0.993,12:42:00,0.982,275,0.214,"MIRACLE FOOD FACTORY CO., LTD.",0.688,Americano(hot),0.921,90,0.319,1,0.885,
TheHouseBasserie- Victor Lee.json,,0.919,ITH25012201023,0.861,2025-01-22,0.993,12:42:00,0.982,275,0.214,"MIRACLE FOOD FACTORY CO., LTD.",0.688,Spicycom cheese alil,0.752,160,0.333,1,0.987,
TheHouseBasserie- Victor Lee.json,,0.919,ITH25012201023,0.861,2025-01-22,0.993,12:42:00,0.982,275,0.214,"MIRACLE FOOD FACTORY CO., LTD.",0.688,Bread (sourdought &amp;,0.826,0,0.355,1,0.955,
TONCHIN_T-Off_01.json,0105565112990,0.737,680123014,0.476,2025-01-23,0.989,17:54:00,0.957,1259,0.392,TONCHIN THAILAND,0.93,TOKYO TONKOTSU RAMEN,0.933,720,0.164,3,0.986,
TONCHIN_T-Off_01.json,0105565112990,0.737,680123014,0.476,2025-01-23,0.989,17:54:00,0.957,1259,0.392,TONCHIN THAILAND,0.93,BACON POTATO SALAD,0.981,120,0.338,1,0.986,
TONCHIN_T-Off_01.json,0105565112990,0.737,680123014,0.476,2025-01-23,0.989,17:54:00,0.957,1259,0.392,TONCHIN THAILAND,0.93,STEAK PONZU,0.981,190,0.371,1,0.986,
TONCHIN_T-Off_01.json,0105565112990,0.737,680123014,0.476,2025-01-23,0.989,17:54:00,0.957,1259,0.392,TONCHIN THAILAND,0.93,PEPSI,0.978,40,0.286,1,0.986,
TONCHIN_T-Off_01.json,0105565112990,0.737,680123014,0.476,2025-01-23,0.989,17:54:00,0.957,1259,0.392,TONCHIN THAILAND,0.93,TOKYO TONKOTSU RAMEN,0.933,720,0.164,3,0.986,
TONCHIN_T-Off_01.json,0105565112990,0.737,680123014,0.476,2025-01-23,0.989,17:54:00,0.957,1259,0.392,TONCHIN THAILAND,0.93,BACON POTATO SALAD,0.981,120,0.338,1,0.986,
TONCHIN_T-Off_01.json,0105565112990,0.737,680123014,0.476,2025-01-23,0.989,17:54:00,0.957,1259,0.392,TONCHIN THAILAND,0.93,STEAK PONZU,0.981,190,0.371,1,0.986,
TONCHIN_T-Off_01.json,0105565112990,0.737,680123014,0.476,2025-01-23,0.989,17:54:00,0.957,1259,0.392,TONCHIN THAILAND,0.93,PEPSI,0.978,40,0.286,1,0.986,
TONCHIN_T-Off_01.json,0105565112990,0.737,680123014,0.476,2025-01-23,0.989,17:54:00,0.957,1259,0.392,TONCHIN THAILAND,0.93,TOKYO TONKOTSU RAMEN,0.933,720,0.164,3,0.986,
TONCHIN_T-Off_01.json,0105565112990,0.737,680123014,0.476,2025-01-23,0.989,17:54:00,0.957,1259,0.392,TONCHIN THAILAND,0.93,BACON POTATO SALAD,0.981,120,0.338,1,0.986,
TONCHIN_T-Off_01.json,0105565112990,0.737,680123014,0.476,2025-01-23,0.989,17:54:00,0.957,1259,0.392,TONCHIN THAILAND,0.93,STEAK PONZU,0.981,190,0.371,1,0.986,
TONCHIN_T-Off_01.json,0105565112990,0.737,680123014,0.476,2025-01-23,0.989,17:54:00,0.957,1259,0.392,TONCHIN THAILAND,0.93,PEPSI,0.978,40,0.286,1,0.986,
TONCHIN_T-Off_01.json,0105565112990,0.737,680123014,0.476,2025-01-23,0.989,17:54:00,0.957,1259,0.392,TONCHIN THAILAND,0.93,TOKYO TONKOTSU RAMEN,0.933,720,0.164,3,0.986,
TONCHIN_T-Off_01.json,0105565112990,0.737,680123014,0.476,2025-01-23,0.989,17:54:00,0.957,1259,0.392,TONCHIN THAILAND,0.93,BACON POTATO SALAD,0.981,120,0.338,1,0.986,
TONCHIN_T-Off_01.json,0105565112990,0.737,680123014,0.476,2025-01-23,0.989,17:54:00,0.957,1259,0.392,TONCHIN THAILAND,0.93,STEAK PONZU,0.981,190,0.371,1,0.986,
TONCHIN_T-Off_01.json,0105565112990,0.737,680123014,0.476,2025-01-23,0.989,17:54:00,0.957,1259,0.392,TONCHIN THAILAND,0.93,PEPSI,0.978,40,0.286,1,0.986,
TONCHIN_T-Off_01.json,0105565112990,0.737,680123014,0.476,2025-01-23,0.989,17:54:00,0.957,1259,0.392,TONCHIN THAILAND,0.93,TOKYO TONKOTSU RAMEN,0.933,720,0.164,3,0.986,
TONCHIN_T-Off_01.json,0105565112990,0.737,680123014,0.476,2025-01-23,0.989,17:54:00,0.957,1259,0.392,TONCHIN THAILAND,0.93,BACON POTATO SALAD,0.981,120,0.338,1,0.986,
TONCHIN_T-Off_01.json,0105565112990,0.737,680123014,0.476,2025-01-23,0.989,17:54:00,0.957,1259,0.392,TONCHIN THAILAND,0.93,STEAK PONZU,0.981,190,0.371,1,0.986,
TONCHIN_T-Off_01.json,0105565112990,0.737,680123014,0.476,2025-01-23,0.989,17:54:00,0.957,1259,0.392,TONCHIN THAILAND,0.93,PEPSI,0.978,40,0.286,1,0.986,
TONCHIN_T-Off_01.json,0105565112990,0.737,680123014,0.476,2025-01-23,0.989,17:54:00,0.957,1259,0.392,TONCHIN THAILAND,0.93,TOKYO TONKOTSU RAMEN,0.933,720,0.164,3,0.986,
TONCHIN_T-Off_01.json,0105565112990,0.737,680123014,0.476,2025-01-23,0.989,17:54:00,0.957,1259,0.392,TONCHIN THAILAND,0.93,BACON POTATO SALAD,0.981,120,0.338,1,0.986,
TONCHIN_T-Off_01.json,0105565112990,0.737,680123014,0.476,2025-01-23,0.989,17:54:00,0.957,1259,0.392,TONCHIN THAILAND,0.93,STEAK PONZU,0.981,190,0.371,1,0.986,
TONCHIN_T-Off_01.json,0105565112990,0.737,680123014,0.476,2025-01-23,0.989,17:54:00,0.957,1259,0.392,TONCHIN THAILAND,0.93,PEPSI,0.978,40,0.286,1,0.986,
TONCHIN_T-Off_01.json,0105565112990,0.737,680123014,0.476,2025-01-23,0.989,17:54:00,0.957,1259,0.392,TONCHIN THAILAND,0.93,TOKYO TONKOTSU RAMEN,0.933,720,0.164,3,0.986,
TONCHIN_T-Off_01.json,0105565112990,0.737,680123014,0.476,2025-01-23,0.989,17:54:00,0.957,1259,0.392,TONCHIN THAILAND,0.93,BACON POTATO SALAD,0.981,120,0.338,1,0.986,
TONCHIN_T-Off_01.json,0105565112990,0.737,680123014,0.476,2025-01-23,0.989,17:54:00,0.957,1259,0.392,TONCHIN THAILAND,0.93,STEAK PONZU,0.981,190,0.371,1,0.986,
TONCHIN_T-Off_01.json,0105565112990,0.737,680123014,0.476,2025-01-23,0.989,17:54:00,0.957,1259,0.392,TONCHIN THAILAND,0.93,PEPSI,0.978,40,0.286,1,0.986,
TONCHIN_T-Off_01.json,0105565112990,0.737,680123014,0.476,2025-01-23,0.989,17:54:00,0.957,1259,0.392,TONCHIN THAILAND,0.93,TOKYO TONKOTSU RAMEN,0.933,720,0.164,3,0.986,
TONCHIN_T-Off_01.json,0105565112990,0.737,680123014,0.476,2025-01-23,0.989,17:54:00,0.957,1259,0.392,TONCHIN THAILAND,0.93,BACON POTATO SALAD,0.981,120,0.338,1,0.986,
TONCHIN_T-Off_01.json,0105565112990,0.737,680123014,0.476,2025-01-23,0.989,17:54:00,0.957,1259,0.392,TONCHIN THAILAND,0.93,STEAK PONZU,0.981,190,0.371,1,0.986,
TONCHIN_T-Off_01.json,0105565112990,0.737,680123014,0.476,2025-01-23,0.989,17:54:00,0.957,1259,0.392,TONCHIN THAILAND,0.93,PEPSI,0.978,40,0.286,1,0.986,
TONCHIN_T-Off_01.json,0105565112990,0.737,680123014,0.476,2025-01-23,0.989,17:54:00,0.957,1259,0.392,TONCHIN THAILAND,0.93,TOKYO TONKOTSU RAMEN,0.933,720,0.164,3,0.986,
TONCHIN_T-Off_01.json,0105565112990,0.737,680123014,0.476,2025-01-23,0.989,17:54:00,0.957,1259,0.392,TONCHIN THAILAND,0.93,BACON POTATO SALAD,0.981,120,0.338,1,0.986,
TONCHIN_T-Off_01.json,0105565112990,0.737,680123014,0.476,2025-01-23,0.989,17:54:00,0.957,1259,0.392,TONCHIN THAILAND,0.93,STEAK PONZU,0.981,190,0.371,1,0.986,
TONCHIN_T-Off_01.json,0105565112990,0.737,680123014,0.476,2025-01-23,0.989,17:54:00,0.957,1259,0.392,TONCHIN THAILAND,0.93,PEPSI,0.978,40,0.286,1,0.986,
TONCHIN_T-Off_02.json,0105565112990,0.736,680123006,0.301,2025-01-23,0.963,15:44:00,0.834,965,0.371,TONCHIN THAILAND,0.837,STEAK SPICY TANTAN RAMEN,0.961,380,0.209,1,0.996,
TONCHIN_T-Off_02.json,0105565112990,0.736,680123006,0.301,2025-01-23,0.963,15:44:00,0.834,965,0.371,TONCHIN THAILAND,0.837,MAZE SOBA,0.969,250,0.29,1,0.995,
TONCHIN_T-Off_02.json,0105565112990,0.736,680123006,0.301,2025-01-23,0.963,15:44:00,0.834,965,0.371,TONCHIN THAILAND,0.837,SNOW CRABS POTATO SALAD,0.978,190,0.29,1,0.996,
TONCHIN_T-Off_02.json,0105565112990,0.736,680123006,0.301,2025-01-23,0.963,15:44:00,0.834,965,0.371,TONCHIN THAILAND,0.837,STEAK SPICY TANTAN RAMEN,0.961,380,0.209,1,0.996,
TONCHIN_T-Off_02.json,0105565112990,0.736,680123006,0.301,2025-01-23,0.963,15:44:00,0.834,965,0.371,TONCHIN THAILAND,0.837,MAZE SOBA,0.969,250,0.29,1,0.995,
TONCHIN_T-Off_02.json,0105565112990,0.736,680123006,0.301,2025-01-23,0.963,15:44:00,0.834,965,0.371,TONCHIN THAILAND,0.837,SNOW CRABS POTATO SALAD,0.978,190,0.29,1,0.996,
TONCHIN_T-Off_02.json,0105565112990,0.736,680123006,0.301,2025-01-23,0.963,15:44:00,0.834,965,0.371,TONCHIN THAILAND,0.837,STEAK SPICY TANTAN RAMEN,0.961,380,0.209,1,0.996,
TONCHIN_T-Off_02.json,0105565112990,0.736,680123006,0.301,2025-01-23,0.963,15:44:00,0.834,965,0.371,TONCHIN THAILAND,0.837,MAZE SOBA,0.969,250,0.29,1,0.995,
TONCHIN_T-Off_02.json,0105565112990,0.736,680123006,0.301,2025-01-23,0.963,15:44:00,0.834,965,0.371,TONCHIN THAILAND,0.837,SNOW CRABS POTATO SALAD,0.978,190,0.29,1,0.996,
TONCHIN_T-Off_02.json,0105565112990,0.736,680123006,0.301,2025-01-23,0.963,15:44:00,0.834,965,0.371,TONCHIN THAILAND,0.837,STEAK SPICY TANTAN RAMEN,0.961,380,0.209,1,0.996,
TONCHIN_T-Off_02.json,0105565112990,0.736,680123006,0.301,2025-01-23,0.963,15:44:00,0.834,965,0.371,TONCHIN THAILAND,0.837,MAZE SOBA,0.969,250,0.29,1,0.995,
TONCHIN_T-Off_02.json,0105565112990,0.736,680123006,0.301,2025-01-23,0.963,15:44:00,0.834,965,0.371,TONCHIN THAILAND,0.837,SNOW CRABS POTATO SALAD,0.978,190,0.29,1,0.996,
TONCHIN_T-Off_02.json,0105565112990,0.736,680123006,0.301,2025-01-23,0.963,15:44:00,0.834,965,0.371,TONCHIN THAILAND,0.837,STEAK SPICY TANTAN RAMEN,0.961,380,0.209,1,0.996,
TONCHIN_T-Off_02.json,0105565112990,0.736,680123006,0.301,2025-01-23,0.963,15:44:00,0.834,965,0.371,TONCHIN THAILAND,0.837,MAZE SOBA,0.969,250,0.29,1,0.995,
TONCHIN_T-Off_02.json,0105565112990,0.736,680123006,0.301,2025-01-23,0.963,15:44:00,0.834,965,0.371,TONCHIN THAILAND,0.837,SNOW CRABS POTATO SALAD,0.978,190,0.29,1,0.996,
TONCHIN_T-Off_02.json,0105565112990,0.736,680123006,0.301,2025-01-23,0.963,15:44:00,0.834,965,0.371,TONCHIN THAILAND,0.837,STEAK SPICY TANTAN RAMEN,0.961,380,0.209,1,0.996,
TONCHIN_T-Off_02.json,0105565112990,0.736,680123006,0.301,2025-01-23,0.963,15:44:00,0.834,965,0.371,TONCHIN THAILAND,0.837,MAZE SOBA,0.969,250,0.29,1,0.995,
TONCHIN_T-Off_02.json,0105565112990,0.736,680123006,0.301,2025-01-23,0.963,15:44:00,0.834,965,0.371,TONCHIN THAILAND,0.837,SNOW CRABS POTATO SALAD,0.978,190,0.29,1,0.996,
TONCHIN_T-Off_02.json,0105565112990,0.736,680123006,0.301,2025-01-23,0.963,15:44:00,0.834,965,0.371,TONCHIN THAILAND,0.837,STEAK SPICY TANTAN RAMEN,0.961,380,0.209,1,0.996,
TONCHIN_T-Off_02.json,0105565112990,0.736,680123006,0.301,2025-01-23,0.963,15:44:00,0.834,965,0.371,TONCHIN THAILAND,0.837,MAZE SOBA,0.969,250,0.29,1,0.995,
TONCHIN_T-Off_02.json,0105565112990,0.736,680123006,0.301,2025-01-23,0.963,15:44:00,0.834,965,0.371,TONCHIN THAILAND,0.837,SNOW CRABS POTATO SALAD,0.978,190,0.29,1,0.996,
TONCHIN_T-Off_02.json,0105565112990,0.736,680123006,0.301,2025-01-23,0.963,15:44:00,0.834,965,0.371,TONCHIN THAILAND,0.837,STEAK SPICY TANTAN RAMEN,0.961,380,0.209,1,0.996,
TONCHIN_T-Off_02.json,0105565112990,0.736,680123006,0.301,2025-01-23,0.963,15:44:00,0.834,965,0.371,TONCHIN THAILAND,0.837,MAZE SOBA,0.969,250,0.29,1,0.995,
TONCHIN_T-Off_02.json,0105565112990,0.736,680123006,0.301,2025-01-23,0.963,15:44:00,0.834,965,0.371,TONCHIN THAILAND,0.837,SNOW CRABS POTATO SALAD,0.978,190,0.29,1,0.996,
TONCHIN_T-Off_02.json,0105565112990,0.736,680123006,0.301,2025-01-23,0.963,15:44:00,0.834,965,0.371,TONCHIN THAILAND,0.837,STEAK SPICY TANTAN RAMEN,0.961,380,0.209,1,0.996,
TONCHIN_T-Off_02.json,0105565112990,0.736,680123006,0.301,2025-01-23,0.963,15:44:00,0.834,965,0.371,TONCHIN THAILAND,0.837,MAZE SOBA,0.969,250,0.29,1,0.995,
TONCHIN_T-Off_02.json,0105565112990,0.736,680123006,0.301,2025-01-23,0.963,15:44:00,0.834,965,0.371,TONCHIN THAILAND,0.837,SNOW CRABS POTATO SALAD,0.978,190,0.29,1,0.996,
TP Tea_T-Off_01.json,0105562135263,0.963,TP12RC012568/003307,0.967,2025-01-23,0.991,18:03:00,0.978,210,0.587,TP TEA,0.591,2 S. Pearl Milk Tea,0.154,210,0.468,,0.051,
TP Tea_T-Off_01.json,0105562135263,0.963,TP12RC012568/003307,0.967,2025-01-23,0.991,18:03:00,0.978,210,0.587,TP TEA,0.591,1 - 30% Sweet,0.185,0,0.153,,0.051,
TP Tea_T-Off_01.json,0105562135263,0.963,TP12RC012568/003307,0.967,2025-01-23,0.991,18:03:00,0.978,210,0.587,TP TEA,0.591,2 S. Pearl Milk Tea,0.154,210,0.468,,0.051,
TP Tea_T-Off_01.json,0105562135263,0.963,TP12RC012568/003307,0.967,2025-01-23,0.991,18:03:00,0.978,210,0.587,TP TEA,0.591,1 - 30% Sweet,0.185,0,0.153,,0.051,
TP Tea_T-Off_01.json,0105562135263,0.963,TP12RC012568/003307,0.967,2025-01-23,0.991,18:03:00,0.978,210,0.587,TP TEA,0.591,2 S. Pearl Milk Tea,0.154,210,0.468,,0.051,
TP Tea_T-Off_01.json,0105562135263,0.963,TP12RC012568/003307,0.967,2025-01-23,0.991,18:03:00,0.978,210,0.587,TP TEA,0.591,1 - 30% Sweet,0.185,0,0.153,,0.051,
TP Tea_T-Off_01.json,0105562135263,0.963,TP12RC012568/003307,0.967,2025-01-23,0.991,18:03:00,0.978,210,0.587,TP TEA,0.591,2 S. Pearl Milk Tea,0.154,210,0.468,,0.051,
TP Tea_T-Off_01.json,0105562135263,0.963,TP12RC012568/003307,0.967,2025-01-23,0.991,18:03:00,0.978,210,0.587,TP TEA,0.591,1 - 30% Sweet,0.185,0,0.153,,0.051,
TP Tea_T-Off_01.json,0105562135263,0.963,TP12RC012568/003307,0.967,2025-01-23,0.991,18:03:00,0.978,210,0.587,TP TEA,0.591,2 S. Pearl Milk Tea,0.154,210,0.468,,0.051,
TP Tea_T-Off_01.json,0105562135263,0.963,TP12RC012568/003307,0.967,2025-01-23,0.991,18:03:00,0.978,210,0.587,TP TEA,0.591,1 - 30% Sweet,0.185,0,0.153,,0.051,
TP Tea_T-Off_01.json,0105562135263,0.963,TP12RC012568/003307,0.967,2025-01-23,0.991,18:03:00,0.978,210,0.587,TP TEA,0.591,2 S. Pearl Milk Tea,0.154,210,0.468,,0.051,
TP Tea_T-Off_01.json,0105562135263,0.963,TP12RC012568/003307,0.967,2025-01-23,0.991,18:03:00,0.978,210,0.587,TP TEA,0.591,1 - 30% Sweet,0.185,0,0.153,,0.051,
TP Tea_T-Off_01.json,0105562135263,0.963,TP12RC012568/003307,0.967,2025-01-23,0.991,18:03:00,0.978,210,0.587,TP TEA,0.591,2 S. Pearl Milk Tea,0.154,210,0.468,,0.051,
TP Tea_T-Off_01.json,0105562135263,0.963,TP12RC012568/003307,0.967,2025-01-23,0.991,18:03:00,0.978,210,0.587,TP TEA,0.591,1 - 30% Sweet,0.185,0,0.153,,0.051,
TP Tea_T-Off_01.json,0105562135263,0.963,TP12RC012568/003307,0.967,2025-01-23,0.991,18:03:00,0.978,210,0.587,TP TEA,0.591,2 S. Pearl Milk Tea,0.154,210,0.468,,0.051,
TP Tea_T-Off_01.json,0105562135263,0.963,TP12RC012568/003307,0.967,2025-01-23,0.991,18:03:00,0.978,210,0.587,TP TEA,0.591,1 - 30% Sweet,0.185,0,0.153,,0.051,
TP Tea_T-Off_01.json,0105562135263,0.963,TP12RC012568/003307,0.967,2025-01-23,0.991,18:03:00,0.978,210,0.587,TP TEA,0.591,2 S. Pearl Milk Tea,0.154,210,0.468,,0.051,
TP Tea_T-Off_01.json,0105562135263,0.963,TP12RC012568/003307,0.967,2025-01-23,0.991,18:03:00,0.978,210,0.587,TP TEA,0.591,1 - 30% Sweet,0.185,0,0.153,,0.051,
TUMKRATOEI_Paisarn.json,0455560000392,0.967,CATKROB680117-0007,0.818,2025-01-17,0.968,13:21:03,0.977,5262,0.399,บริษัท ตำกระเทย เรสเทอรองต์ พลัส จำกัด,0.599,ตำแคบหมู (เสิร์ฟ),0.29,165,0.748,2,0.969,
TUMKRATOEI_Paisarn.json,0455560000392,0.967,CATKROB680117-0007,0.818,2025-01-17,0.968,13:21:03,0.977,5262,0.399,บริษัท ตำกระเทย เรสเทอรองต์ พลัส จำกัด,0.599,น้ำตกคอหมูย่าง (เสิร์ฟ),0.354,235,0.727,2,0.97,
TUMKRATOEI_Paisarn.json,0455560000392,0.967,CATKROB680117-0007,0.818,2025-01-17,0.968,13:21:03,0.977,5262,0.399,บริษัท ตำกระเทย เรสเทอรองต์ พลัส จำกัด,0.599,คอหมูย่าง,0.931,195,0.821,2,0.963,
TUMKRATOEI_Paisarn.json,0455560000392,0.967,CATKROB680117-0007,0.818,2025-01-17,0.968,13:21:03,0.977,5262,0.399,บริษัท ตำกระเทย เรสเทอรองต์ พลัส จำกัด,0.599,หมูสามชั้นทอดน้ำปลา,0.877,135,0.85,2,0.977,
